step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
250,35.56,0.00029999932844052436,3.296655701224451,74564.9,302.7,3.2966030497419725,27.020692825317383,109000,3.292325942993164,26.905372619628906,0.036,1000,3.292325942993164,nan,nan,nan,nan
500,38.74,0.00029997582456041454,3.2962337904696573,113968.5,267.6,3.2960976831278668,27.00704574584961,109000,3.293522415161133,26.937580108642578,0.039,1000,3.293522415161133,nan,nan,nan,nan
750,42.0,0.0002999187493875913,3.295896362329189,535814.8,267.6,3.2958431855647934,27.00016975402832,109000,3.2908661193847655,26.86612319946289,0.041,1000,3.2908661193847655,nan,nan,nan,nan
1000,45.2,0.00029982811711783624,3.2956857443753487,544634.2,267.6,3.2960923523509176,27.00689697265625,109000,3.293135467529297,26.92715835571289,0.034,1000,3.293135467529297,nan,nan,nan,nan
1250,48.34,0.0002997039502932784,3.2955176214768827,556521.9,267.6,3.296389406536697,27.014921188354492,109000,3.29198681640625,26.8962459564209,0.031,1000,3.29198681640625,nan,nan,nan,nan
1500,51.52,0.00029954627979678766,3.2952866664902594,547294.4,267.6,3.2963288865395644,27.01328468322754,109000,3.2895713958740234,26.831357955932617,0.032,1000,3.2895713958740234,nan,nan,nan,nan
1750,54.83,0.00029935514484429314,3.2947989180650277,527045.0,267.6,3.2965258744266057,27.018611907958984,109000,3.2918765716552736,26.89328384399414,0.037,1000,3.2918765716552736,nan,nan,nan,nan
2000,58.01,0.00029913059297502996,3.2947254803996047,549486.8,267.6,3.2964420423595184,27.01634407043457,109000,3.2903363647460937,26.85189437866211,0.035,1000,3.2903363647460937,nan,nan,nan,nan
2250,61.15,0.00029887268003971464,3.2942064617350186,555607.9,267.6,3.2968761557482797,27.028076171875,109000,3.2894103088378905,26.82703971862793,0.043,1000,3.2894103088378905,nan,nan,nan,nan
2500,64.31,0.0002985814701866544,3.293663392140937,551024.0,267.6,3.297637381737385,27.048660278320312,109000,3.289546173095703,26.830686569213867,0.041,1000,3.289546173095703,nan,nan,nan,nan
2750,67.64,0.00029825703584579174,3.293409377640336,523580.0,267.6,3.2977433970040138,27.051523208618164,109000,3.28923616027832,26.822364807128906,0.039,1000,3.28923616027832,nan,nan,nan,nan
3000,70.82,0.00029789945771068973,3.2927006751743906,548449.1,267.6,3.2983268886181194,27.06731605529785,109000,3.2893970794677734,26.826683044433594,0.048,1000,3.2893970794677734,nan,nan,nan,nan
3250,73.98,0.00029750882471846207,3.292182477061706,553071.0,267.6,3.299236095183486,27.091934204101562,109000,3.288357452392578,26.798810958862305,0.049,1000,3.288357452392578,nan,nan,nan,nan
3500,77.15,0.0002970852340276523,3.291358153755839,549756.2,267.6,3.2996057733658257,27.10195541381836,109000,3.287955078125,26.788026809692383,0.044,1000,3.287955078125,nan,nan,nan,nan
3750,80.45,0.00029662879099406843,3.29041881031328,527820.8,267.6,3.30110751146789,27.142681121826172,109000,3.2916624603271485,26.88752555847168,0.046,1000,3.2916624603271485,nan,nan,nan,nan
4000,83.6,0.00029613960914457913,3.2896529880425263,553941.8,267.6,3.3009760786983944,27.139114379882812,109000,3.290428482055664,26.854366302490234,0.045,1000,3.290428482055664,nan,nan,nan,nan
4250,86.79,0.00029561781014887667,3.2882558416220395,546644.5,267.6,3.30396652809633,27.220396041870117,109000,3.289842559814453,26.838638305664062,0.048,1000,3.289842559814453,nan,nan,nan,nan
4500,89.92,0.00029506352378921564,3.287589373397756,557409.9,267.6,3.3036010249426604,27.21044921875,109000,3.2879261627197267,26.787254333496094,0.044,1000,3.2879261627197267,nan,nan,nan,nan
4750,93.17,0.00029447688792813326,3.2867408355593426,536673.7,267.6,3.303782145928899,27.21537971496582,109000,3.28882795715332,26.811418533325195,0.042,1000,3.28882795715332,nan,nan,nan,nan
5000,96.32,0.00029385804847415994,3.284955841241659,554070.4,267.6,3.3066568413130732,27.293725967407227,109000,3.29080419921875,26.864458084106445,0.042,1000,3.29080419921875,nan,nan,nan,nan
5250,99.49,0.00029320715934552893,3.284110885498212,550000.0,267.6,3.3079927608944955,27.330209732055664,109000,3.2895792083740236,26.83156967163086,0.029,1000,3.2895792083740236,nan,nan,nan,nan
5500,102.63,0.0002925243824318937,3.2824415182973166,554883.2,267.6,3.309716796875,27.377368927001953,109000,3.2952626342773437,26.984498977661133,0.032,1000,3.2952626342773437,nan,nan,nan,nan
5750,105.91,0.0002918098875540626,3.280322748517943,532502.9,267.6,3.311340793434633,27.4218692779541,109000,3.295618423461914,26.99410629272461,0.038,1000,3.295618423461914,nan,nan,nan,nan
6000,109.08,0.00029106385242176066,3.279883657263793,549810.2,267.6,3.3105659045298164,27.4006290435791,109000,3.292671417236328,26.914669036865234,0.032,1000,3.292671417236328,nan,nan,nan,nan
6250,112.16,0.00029028646258942993,3.2771071875622537,566456.3,267.6,3.314068932769495,27.496784210205078,109000,3.2993302154541015,27.094486236572266,0.043,1000,3.2993302154541015,nan,nan,nan,nan
