step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
250,38.61,0.00029992771930930934,2.257827124042137,156005.2,564.0,2.1692284595007183,8.751529693603516,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
500,42.21,0.0002974060128544361,1.817392680957437,257165.8,526.2,1.8616670981220815,6.434454917907715,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
750,45.8,0.00029134730011223895,1.6608567138070907,1139798.4,526.2,1.7502357570604345,5.755959987640381,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
1000,49.4,0.0002819134295108992,1.569231535995904,1138662.6,526.2,1.6870560569324713,5.403549671173096,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
1250,53.06,0.0002693564112039695,1.4992167347696352,1118835.2,526.2,1.631975932504939,5.113969326019287,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
1500,56.65,0.00025401168503850927,1.4660045969837188,1140821.6,526.2,1.6095985500291847,5.000802993774414,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
1750,60.26,0.00023628915983779967,1.4360529199384175,1133441.3,526.2,1.5755501407316361,4.833400249481201,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
2000,63.9,0.00021666226336928708,1.4103756206799505,1127682.4,526.2,1.5540978618051815,4.730816841125488,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
2250,67.53,0.00019565529550964037,1.384970743311241,1128970.7,526.2,1.5433368025154903,4.68018102645874,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
2500,71.14,0.0001738294224460693,1.3737901568313744,1134582.2,526.2,1.5283700175669002,4.610655307769775,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
2750,74.73,0.0001517676860555093,1.3546721414966953,1138569.0,526.2,1.5234450241615032,4.588003635406494,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
3000,78.34,0.00013005942891115968,1.3403317823123886,1135684.0,526.2,1.5180433251391883,4.563287258148193,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
3250,81.92,0.0001092845509764067,1.3317910997281723,1144965.8,526.2,1.5111505442652209,4.531942367553711,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
3500,85.51,8.999801854235373e-05,1.316186975155518,1141291.6,526.2,1.5057788366558909,4.507662773132324,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
3750,89.11,7.271503922691237e-05,1.31547416643156,1138430.5,526.2,1.502283030542834,4.491932392120361,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
4000,92.74,5.789729906068326e-05,1.3099785545947689,1127707.2,526.2,1.4917186868601833,4.444727897644043,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
4250,96.32,4.5940629312972085e-05,1.2995454941229667,1144243.5,526.2,1.4914281033921515,4.443436622619629,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
4500,99.89,3.7164432518160744e-05,1.2951565134568623,1146573.2,526.2,1.4865777026647808,4.421936511993408,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
4750,103.54,3.180315016854134e-05,1.2903134458107783,1122197.5,526.2,1.4847466479772808,4.41384744644165,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
5000,107.11,2.9999999999999997e-05,1.2899860829857546,1148513.8,526.2,1.487615949258037,4.426529884338379,111360,nan,nan,nan,0,nan,nan,nan,nan,nan
