step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
250,43.54,0.00029992771930930934,2.2193171666887923,539052.7,1929.3,2.1438013006139687,8.531806945800781,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
500,52.47,0.0002974060128544361,1.7370457438211306,742825.7,1896.9,1.7989137437608507,6.043079376220703,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
750,61.37,0.00029134730011223895,1.5727724604103404,1839965.5,1896.9,1.682435565524631,5.3786396980285645,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
1000,70.28,0.0002819134295108992,1.4814449933624876,1839967.5,1896.9,1.6054900840476707,4.980299949645996,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
1250,79.19,0.0002693564112039695,1.4239486158265486,1838991.9,1896.9,1.561804312246817,4.767415523529053,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
1500,88.08,0.00025401168503850927,1.386239488080059,1842406.7,1896.9,1.5361337308530454,4.646590709686279,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
1750,96.96,0.00023628915983779967,1.355555106172289,1844027.3,1896.9,1.5228140089246962,4.585109710693359,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
2000,105.85,0.00021666226336928708,1.3267600763297889,1843807.7,1896.9,1.5127078868724682,4.539004802703857,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
2250,114.74,0.00019565529550964037,1.3074814431274315,1843662.9,1896.9,1.5061063413266782,4.509139537811279,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
2500,123.65,0.0001738294224460693,1.2918336145000113,1837324.7,1896.9,1.4934053774233218,4.452230930328369,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
2750,132.57,0.0001517676860555093,1.2735980361870014,1837375.6,1896.9,1.489056975753219,4.432913303375244,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
3000,141.49,0.00013005942891115968,1.2653290207099008,1837200.5,1896.9,1.4832644992404513,4.407309532165527,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
3250,150.39,0.0001092845509764067,1.2543297591430063,1840013.2,1896.9,1.4756333386456524,4.373805046081543,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
3500,159.3,8.999801854235373e-05,1.2458035065496076,1840753.3,1896.9,1.4750360559534144,4.3711934089660645,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
3750,168.18,7.271503922691237e-05,1.240633655342296,1844460.2,1896.9,1.4742372300889757,4.367702960968018,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
4000,177.07,5.789729906068326e-05,1.2347165726298235,1842021.7,1896.9,1.4705161341914423,4.351480484008789,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
4250,185.96,4.5940629312972085e-05,1.228800123268946,1844124.4,1896.9,1.4677031481707539,4.339256763458252,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
4500,194.85,3.7164432518160744e-05,1.2259986467957067,1843433.3,1896.9,1.4686441068296079,4.343342304229736,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
4750,203.7,3.180315016854134e-05,1.2198939831315911,1850820.5,1896.9,1.4674561112015336,4.3381853103637695,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
5000,212.59,2.9999999999999997e-05,1.2218124715778558,1842817.4,1896.9,1.4676218386049624,4.338903903961182,110592,nan,nan,nan,0,nan,nan,nan,nan,nan
