step,wall_clock_s,lr,train_loss_ema,tokens_per_s,peak_mem_mb,val_loss,val_ppl,n_tokens,masked_loss,masked_ppl,masked_acc,n_masked_tokens,masked_loss_pos0,masked_loss_pos1,masked_loss_pos2,masked_loss_pos3,masked_loss_pos4
250,35.44,0.00029992771930930934,2.8757437097871517,88674.1,338.1,2.8622611083984375,17.501052856445312,128000,3.2739184936523436,26.414640426635742,0.0322,5000,3.2779768676757812,3.2746128845214844,3.272709426879883,3.271724411010742,3.2725687866210937
500,38.61,0.0002974060128544361,2.832490944334803,132459.3,303.0,2.828220573425293,16.915334701538086,128000,3.263039489746094,26.12883758544922,0.041,5000,3.263182159423828,3.2612594604492187,3.262499923706055,3.263599166870117,3.264656723022461
750,41.86,0.00029134730011223895,2.8216672166460803,630780.2,303.0,2.843196502685547,17.170560836791992,128000,3.2655071044921873,26.19339370727539,0.0384,5000,3.267515121459961,3.263599197387695,3.2695719146728517,3.2632324676513673,3.2636166229248045
1000,45.07,0.0002819134295108992,2.8297235822510896,637801.5,303.0,2.822133316040039,16.812679290771484,128000,3.266499572753906,26.219398498535156,0.0394,5000,3.260464828491211,3.2680211791992186,3.2676837005615234,3.2711608428955077,3.2651674194335936
1250,48.27,0.0002693564112039695,2.8174251105347663,639264.9,303.0,2.8710233459472656,17.65507698059082,128000,3.26342998046875,26.1390380859375,0.0408,5000,3.2617044982910155,3.2654888763427734,3.2645931701660156,3.2639923248291014,3.261370666503906
1500,51.44,0.00025401168503850927,2.8155009452010593,646098.3,303.0,2.8689184875488283,17.617952346801758,128000,3.2638633056640627,26.15036964416504,0.038,5000,3.264721267700195,3.2624969787597657,3.2653240814208986,3.2677394714355468,3.2590342864990234
1750,54.63,0.00023628915983779967,2.8165887314695244,642719.6,303.0,2.8684773788452147,17.610183715820312,128000,3.2648677978515623,26.17664909362793,0.0384,5000,3.2639429931640627,3.2616192932128905,3.2629608612060546,3.271525329589844,3.264290573120117
2000,57.8,0.00021666226336928708,2.813416107543519,646277.3,303.0,2.8739192962646483,17.70627784729004,128000,3.262438342285156,26.113130569458008,0.0366,5000,3.2596818237304688,3.2630108795166017,3.262253433227539,3.2607912139892576,3.26645442199707
2250,60.91,0.00019565529550964037,2.8168957750865657,658460.9,303.0,2.8795309600830077,17.805917739868164,128000,3.262757958984375,26.12148094177246,0.039,5000,3.2643037261962893,3.2650373992919923,3.261017150878906,3.2615880737304686,3.2618431396484375
2500,64.0,0.0001738294224460693,2.815262061821271,663736.4,303.0,2.866673355102539,17.578445434570312,128000,3.261108837890625,26.078439712524414,0.041,5000,3.2635543212890625,3.2599749603271486,3.2613631134033203,3.2596029205322266,3.261048843383789
2750,67.09,0.0001517676860555093,2.8257075007673618,662296.6,303.0,2.851003623962402,17.30514144897461,128000,3.2636421875,26.14458465576172,0.0374,5000,3.2633311309814452,3.262986755371094,3.2624493865966797,3.263610046386719,3.2658338623046874
3000,70.24,0.00013005942891115968,2.8151544952817553,648937.4,303.0,2.8703504867553713,17.643203735351562,128000,3.2619225341796874,26.099668502807617,0.0366,5000,3.263728530883789,3.2600721282958984,3.263162368774414,3.260545745849609,3.2621041412353518
3250,73.41,0.0001092845509764067,2.805910735897716,646453.6,303.0,2.878200149536133,17.782238006591797,128000,3.259585302734375,26.038738250732422,0.0374,5000,3.2596436920166014,3.2595918884277344,3.2617726287841795,3.2566210327148437,3.2602975006103514
3500,76.58,8.999801854235373e-05,2.816710298407238,646612.4,303.0,2.866106201171875,17.568477630615234,128000,3.260174951171875,26.054096221923828,0.0374,5000,3.2588688507080077,3.2588025207519533,3.262330307006836,3.2610810546875,3.259792236328125
3750,79.81,7.271503922691237e-05,2.8065298485806895,633647.1,303.0,2.8699947052001953,17.63692283630371,128000,3.2602977783203126,26.057294845581055,0.0404,5000,3.260035202026367,3.260327407836914,3.2618389587402343,3.2578278045654296,3.261459533691406
4000,83.04,5.789729906068326e-05,2.8154818179419627,634428.0,303.0,2.8701823348999023,17.640233993530273,128000,3.2599008178710935,26.046953201293945,0.0352,5000,3.2579666595458985,3.2596755981445313,3.2609220275878905,3.259432388305664,3.261507720947266
4250,86.19,4.5940629312972085e-05,2.804039924637225,650053.7,303.0,2.879439659118652,17.804292678833008,128000,3.2611447509765625,26.07937240600586,0.0382,5000,3.2618937377929687,3.260525405883789,3.2617121276855467,3.2613197174072264,3.2602730560302735
4500,89.33,3.7164432518160744e-05,2.801942853150676,653196.6,303.0,2.881436553955078,17.83988380432129,128000,3.2601469848632814,26.053369522094727,0.0352,5000,3.2596117095947266,3.2596824493408203,3.2627406005859374,3.259334884643555,3.2593653717041016
4750,92.5,3.180315016854134e-05,2.801796077725696,644964.6,303.0,2.8826305694580077,17.861196517944336,128000,3.2604842529296874,26.06215476989746,0.0378,5000,3.2612899627685548,3.2610440979003905,3.2614566955566406,3.2589365234375,3.2596940155029297
5000,95.79,2.9999999999999997e-05,2.802960065065257,622233.7,303.0,2.8815798797607424,17.842439651489258,128000,3.2597988525390624,26.044296264648438,0.038,5000,3.2580713958740235,3.258670654296875,3.261056838989258,3.2604480285644533,3.2607472076416015
